Year,Month,Group,State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions
2021.0,4.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,16.0,16.0
2021.0,5.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,12.0,12.0
2021.0,6.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,10.0,10.0
2021.0,8.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,29.0,32.0
2021.0,9.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,107.0,117.0
2021.0,10.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,79.0,88.0
2021.0,11.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,51.0,51.0
2021.0,12.0,By Month,West Virginia,Renal failure,Renal failure,All Ages,56.0,59.0
2020.0,1.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,3.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,6.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2020.0,7.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2021.0,1.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,13.0,23.0
2021.0,6.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2021.0,7.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0,0.0
2021.0,9.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,11.0,25.0
2021.0,10.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,11.0,19.0
2021.0,11.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,12.0,23.0
2021.0,12.0,By Month,West Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,10.0,20.0
2020.0,1.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,0.0,0.0
2020.0,4.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,18.0,25.0
2020.0,5.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,17.0,21.0
2020.0,7.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,10.0,14.0
2020.0,8.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,50.0,90.0
2020.0,9.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,41.0,58.0
2020.0,10.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,49.0,69.0
2020.0,11.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,124.0,168.0
2020.0,12.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,271.0,382.0
2021.0,1.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,279.0,398.0
2021.0,2.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,116.0,169.0
2021.0,3.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,48.0,61.0
2021.0,4.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,61.0,96.0
2021.0,5.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,53.0,85.0
2021.0,6.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,40.0,60.0
2021.0,7.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,23.0,33.0
2021.0,8.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,83.0,118.0
2021.0,9.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,294.0,427.0
2021.0,10.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,262.0,364.0
2021.0,11.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,170.0,249.0
2021.0,12.0,By Month,West Virginia,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,154.0,227.0
2020.0,1.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,0.0,0.0
2020.0,2.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,0.0,0.0
2020.0,4.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,49.0,49.0
2020.0,5.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,38.0,38.0
2020.0,6.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,13.0,13.0
2020.0,7.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,34.0,34.0
2020.0,8.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,109.0,109.0
2020.0,9.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,114.0,114.0
2020.0,10.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,136.0,136.0
2020.0,11.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,309.0,309.0
2020.0,12.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,756.0,756.0
2021.0,1.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,717.0,717.0
2021.0,2.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,278.0,278.0
2021.0,3.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,109.0,109.0
2021.0,4.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,138.0,138.0
2021.0,5.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,136.0,136.0
2021.0,6.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,66.0,66.0
2021.0,7.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,43.0,43.0
2021.0,8.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,225.0,225.0
2021.0,9.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,684.0,684.0
2021.0,10.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,653.0,653.0
2021.0,11.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,452.0,452.0
2021.0,12.0,By Month,West Virginia,COVID-19,COVID-19,All Ages,437.0,437.0
2020.0,1.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,2.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,0.0,0.0
2020.0,4.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,46.0,46.0
2020.0,5.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,54.0,54.0
2020.0,6.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,20.0,21.0
2020.0,7.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,28.0,28.0
2020.0,8.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,47.0,47.0
2020.0,9.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,75.0,75.0
2020.0,10.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,292.0,297.0
2020.0,11.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,655.0,673.0
2020.0,12.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,525.0,550.0
2021.0,1.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,332.0,345.0
2021.0,2.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,112.0,117.0
2021.0,3.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,58.0,61.0
2021.0,4.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,57.0,60.0
2021.0,5.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,68.0,68.0
2021.0,6.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,24.0,25.0
2021.0,7.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,25.0,27.0
2021.0,8.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,120.0,125.0
2021.0,9.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,290.0,301.0
2021.0,10.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,316.0,327.0
2021.0,11.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,361.0,374.0
2021.0,12.0,By Month,Wisconsin,Respiratory diseases,Influenza and pneumonia,All Ages,544.0,565.0
2020.0,1.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,0.0,0.0
2020.0,4.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,41.0,41.0
2020.0,5.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,44.0,44.0
2020.0,6.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,24.0,24.0
2020.0,7.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,18.0,18.0
2020.0,8.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,36.0,37.0
2020.0,9.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,33.0,35.0
2020.0,10.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,153.0,158.0
2020.0,11.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,332.0,353.0
2020.0,12.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,269.0,278.0
2021.0,1.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,184.0,193.0
2021.0,2.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,76.0,76.0
2021.0,3.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,25.0,28.0
2021.0,4.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,32.0,33.0
2021.0,5.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,21.0,21.0
2021.0,6.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,13.0,14.0
2021.0,7.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,11.0,11.0
2021.0,8.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,51.0,55.0
2021.0,9.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,84.0,84.0
2021.0,10.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,90.0,95.0
2021.0,11.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,110.0,119.0
2021.0,12.0,By Month,Wisconsin,Respiratory diseases,Chronic lower respiratory diseases,All Ages,202.0,209.0
2020.0,1.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,2.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,0.0,0.0
2020.0,4.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,18.0,18.0
2020.0,5.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,16.0,16.0
2020.0,9.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,15.0,15.0
2020.0,10.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,52.0,52.0
2020.0,11.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,76.0,76.0
2020.0,12.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,81.0,81.0
2021.0,1.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,38.0,38.0
2021.0,2.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,23.0,23.0
2021.0,4.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,13.0,13.0
2021.0,5.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,16.0,16.0
2021.0,8.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,15.0,15.0
2021.0,9.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,43.0,43.0
2021.0,10.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,32.0,32.0
2021.0,11.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,38.0,38.0
2021.0,12.0,By Month,Wisconsin,Respiratory diseases,Adult respiratory distress syndrome,All Ages,65.0,65.0
2020.0,2.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,0.0,0.0
2020.0,4.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,22.0,22.0
2020.0,5.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,41.0,44.0
2020.0,6.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,15.0,16.0
2020.0,7.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,31.0,32.0
2020.0,8.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,44.0,47.0
2020.0,9.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,64.0,67.0
2020.0,10.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,284.0,297.0
2020.0,11.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,538.0,559.0
2020.0,12.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,420.0,441.0
2021.0,1.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,258.0,272.0
2021.0,2.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,85.0,89.0
2021.0,3.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,35.0,38.0
2021.0,4.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,46.0,50.0
2021.0,5.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,42.0,46.0
2021.0,6.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,16.0,17.0
2021.0,7.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,15.0,17.0
2021.0,8.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,89.0,92.0
2021.0,9.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,195.0,199.0
2021.0,10.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,241.0,248.0
2021.0,11.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,284.0,290.0
2021.0,12.0,By Month,Wisconsin,Respiratory diseases,Respiratory failure,All Ages,401.0,413.0
2020.0,1.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,3.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,11.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,14.0,14.0
2021.0,1.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,5.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2021.0,6.0,By Month,Wisconsin,Respiratory diseases,Respiratory arrest,All Ages,0.0,0.0
2020.0,2.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,0.0,0.0
2020.0,4.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,11.0,11.0
2020.0,9.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,10.0,10.0
2020.0,10.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,43.0,45.0
2020.0,11.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,71.0,74.0
2020.0,12.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,81.0,87.0
2021.0,1.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,42.0,46.0
2021.0,2.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,19.0,19.0
2021.0,3.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,14.0,14.0
2021.0,4.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,14.0,14.0
2021.0,5.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,11.0,11.0
2021.0,8.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,20.0,21.0
2021.0,9.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,32.0,34.0
2021.0,10.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,51.0,58.0
2021.0,11.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,57.0,60.0
2021.0,12.0,By Month,Wisconsin,Respiratory diseases,Other diseases of the respiratory system,All Ages,81.0,88.0
2020.0,1.0,By Month,Wisconsin,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,2.0,By Month,Wisconsin,Circulatory diseases,Hypertensive diseases,All Ages,0.0,0.0
2020.0,3.0,By Month,Wisconsin,Circulatory diseases,Hypertensive diseases,All Ages,13.0,13.0
2020.0,4.0,By Month,Wisconsin,Circulatory diseases,Hypertensive diseases,All Ages,111.0,111.0
2020.0,5.0,By Month,Wisconsin,Circulatory diseases,Hypertensive diseases,All Ages,103.0,103.0
